index	44-23:P		44-23:W		44-33:P		44-33:W		30-51:dkv1_of	30-51:W		
37	2.11350293542074	0	2.50097847358121	0	-0.1497326203208551	2.44618395303327	
38	2.11350293542074	0	2.50097847358121	0	-0.1559139784946228	2.44618395303327	
39	2.11350293542074	0	2.50097847358121	0	-0.1581769436997314	2.44618395303327	
40	2.20156555772994	0	2.50097847358121	0	-0.1626666666666659	2.44618395303327	
41	2.20156555772994	0	2.50097847358121	0	-0.1648936170212751	2.4559686888454		
42	2.20156555772994	0	2.50097847358121	0	-0.1702127659574465	2.4559686888454		
43	2.20156555772994	0	2.50097847358121	0	-0.1618037135278493	2.4559686888454		
44	2.20156555772994	0	2.50097847358121	0	-0.1662269129287586	2.46575342465753	
45	2.20156555772994	0	2.50097847358121	0	-0.1662269129287586	2.46575342465753	
46	2.20156555772994	0	2.50097847358121	0	-0.1746031746031739	2.46575342465753	
47	2.20156555772994	0	2.50097847358121	0	-0.1746031746031739	2.46575342465753	
48	2.20156555772994	0	2.50097847358121	0	-0.1746031746031739	2.46575342465753	
49	2.20156555772994	0	2.50097847358121	0	-0.1767810026385223	2.46575342465753	
50	2.20156555772994	0	2.50097847358121	0	-0.1767810026385223	2.47553816046967	
51	2.20156555772994	0	2.50097847358121	0	-0.1789473684210528	2.47553816046967	
52	2.20156555772994	0	2.50097847358121	0	-0.1842105263157907	2.47553816046967	
53	2.23679060665362	0	2.50097847358121	0	-0.1842105263157907	2.47553816046967	
54	2.23679060665362	0	2.50097847358121	0	-0.1873350923482869	2.47553816046967	
55	2.23679060665362	0	2.50097847358121	0	-0.1873350923482869	2.46575342465753	
56	2.23679060665362	0	2.50097847358121	0	-0.1746031746031739	2.47553816046967	
57	2.23679060665362	0	2.50097847358121	0	-0.1746031746031739	2.47553816046967	
58	2.23679060665362	0	2.50097847358121	0	-0.1746031746031739	2.47553816046967	
59	2.23679060665362	0	2.50097847358121	0	-0.1746031746031739	2.47553816046967	
60	2.23679060665362	0	2.50097847358121	0	-0.1724137931034482	2.47553816046967	
61	2.23679060665362	0	2.50097847358121	0	-0.1662269129287586	2.4853228962818		
62	2.23679060665362	0	2.53620352250489	0	-0.1662269129287586	2.47553816046967	
63	2.23679060665362	0	2.53620352250489	0	-0.1662269129287586	2.4853228962818		
64	2.23679060665362	0	2.55381604696673	0	-0.1662269129287586	2.47553816046967	
65	2.23679060665362	0	2.53620352250489	0	-0.1640211640211624	2.47553816046967	
66	2.23679060665362	0	2.53620352250489	0	-0.1640211640211624	2.47553816046967	
67	2.23679060665362	0	2.55381604696673	0	-0.1587301587301587	2.47553816046967	
68	2.23679060665362	0	2.55381604696673	0	-0.1564986737400526	2.47553816046967	
69	2.23679060665362	0	2.53620352250489	0	-0.1542553191489353	2.47553816046967	
70	2.23679060665362	0	2.53620352250489	0	-0.1511936339522548	2.47553816046967	
71	2.23679060665362	0	2.55381604696673	0	-0.1458885941644553	2.47553816046967	
72	2.23679060665362	0	2.53620352250489	0	-0.1428571428571413	2.47553816046967	
73	2.23679060665362	0	2.55381604696673	0	-0.1428571428571413	2.47553816046967	
74	2.23679060665362	0	2.53620352250489	0	-0.1375661375661378	2.47553816046967	
75	2.28962818003914	0	2.53620352250489	0	-0.1352785145888603	2.47553816046967	
76	2.28962818003914	0	2.53620352250489	0	-0.1352785145888591	2.47553816046967	
